iter	Logloss
148	0.1206645653
149	0.1199510682
150	0.1188823124
151	0.1180223144
152	0.1173093233
153	0.1165417847
154	0.1159114969
155	0.1153069514
156	0.1145226358
157	0.1136949164
158	0.1127490275
159	0.1120748544
160	0.1112914975
161	0.1102982787
162	0.1097726247
163	0.1090185222
164	0.1084336613
165	0.1076782431
166	0.106844509
167	0.1060095415
168	0.1054832575
169	0.1046718376
170	0.1039653636
171	0.103096613
172	0.102369388
173	0.1017998316
174	0.1010941701
175	0.1002847572
176	0.09973471482
177	0.0989808063
178	0.0983787879
179	0.09772827331
180	0.09727207798
181	0.09685256304
182	0.09624832503
183	0.09565472222
184	0.09486581464
185	0.09433775267
186	0.09369280065
187	0.09317858661
188	0.09257721754
189	0.09188699895
190	0.09134168459
191	0.0909512677
192	0.09053980182
193	0.08994805459
194	0.08947496974
195	0.08902061523
196	0.08838186849
197	0.0878764497
198	0.08740553557
199	0.08699702598
200	0.08656390071
201	0.08617329314
202	0.08565243361
203	0.08524216138
204	0.08493843982
205	0.08453296764
206	0.08405660178
207	0.08356763355
208	0.08319482997
209	0.08265431193
210	0.08219958997
211	0.08174713095
212	0.08134675093
213	0.08089121648
214	0.08059897386
215	0.08024013726
216	0.07971810947
217	0.07935717385
218	0.07894447206
219	0.07852189978
220	0.07826255557
221	0.07775779827
222	0.07749426745
223	0.07720937526
224	0.07671691203
225	0.07631119093
226	0.07583775006
227	0.07536250307
228	0.07486901149
229	0.07445890772
230	0.07401499196
231	0.07363821361
232	0.07319513145
233	0.07277991301
234	0.07241906403
235	0.07204360042
236	0.07167475475
237	0.07127156205
238	0.07092407252
239	0.07056016534
240	0.07018056558
241	0.06992298724
242	0.06956065655
243	0.06936052074
244	0.06895849452
245	0.06858761485
246	0.06825595352
247	0.06799332787
248	0.06777373109
249	0.06754985174
250	0.06733990947
251	0.06707633843
252	0.06682301841
253	0.06653030067
254	0.06622081875
255	0.06594859917
256	0.06574717283
257	0.06547328128
258	0.0651452816
259	0.06494050971
260	0.06462100916
261	0.06420388125
262	0.06388181144
263	0.06365365155
264	0.06344213758
265	0.06303030693
266	0.06263473058
267	0.06231551705
268	0.06201467543
269	0.06173534731
270	0.06148362143
271	0.06115523557
272	0.06081070076
273	0.06046563746
274	0.06025608341
275	0.05990435341
276	0.05962921541
277	0.05932300329
278	0.05904946318
279	0.05878687144
280	0.05857740172
281	0.05836971187
282	0.05809442073
283	0.05794311206
284	0.05773009692
285	0.0575158601
286	0.05729778898
287	0.05697588324
288	0.05662328336
289	0.05625180495
290	0.05596144146
291	0.0557240347
292	0.05546324615
293	0.05528305619
294	0.0549815768
295	0.05477211426
296	0.05456135866
297	0.05434051576
298	0.0541489182
299	0.0539709608
300	0.05373890552
301	0.05352174016
302	0.05335582016
303	0.05312596888
304	0.05289832397
305	0.05270236759
306	0.05254979979
307	0.05241492548
308	0.05207849358
309	0.051930763
310	0.0516984188
311	0.05154937583
312	0.05138042536
313	0.05109311104
314	0.05084454122
315	0.05070384881
316	0.05052736593
317	0.05037419382
318	0.05019699105
319	0.04990678087
320	0.04977509596
321	0.04961183501
322	0.04938914666
323	0.04916240538
324	0.04898742904
325	0.04877309486
326	0.04860444968
327	0.04839064469
328	0.04819839759
329	0.04805270674
330	0.04791535128
331	0.04774604898
332	0.04754611241
333	0.0473182814
334	0.04711323852
335	0.0469334933
336	0.04677348933
337	0.0466605101
338	0.04645317311
339	0.04625605859
340	0.0460670785
341	0.04588654849
342	0.04579705561
343	0.04562174931
344	0.04535668649
345	0.04518641689
346	0.04498558932
347	0.04477848516
348	0.04466911891
349	0.04449228918
350	0.04430124377
351	0.04412965876
352	0.04393995966
353	0.04372196489
354	0.04348554447
355	0.04337132113
356	0.0432142938
357	0.04312492914
358	0.04296006108
359	0.04285427083
360	0.04273271623
361	0.04255819582
362	0.04237570413
363	0.04220160121
364	0.04205562804
365	0.04186149154
366	0.0416884152
367	0.04157852084
368	0.04143211349
369	0.04129336779
370	0.04115069543
371	0.04091976235
372	0.0407790803
373	0.04068731458
374	0.0405520391
375	0.0404074419
376	0.04028003597
377	0.04014741184
378	0.04006124266
379	0.03990152334
380	0.03975380933
381	0.03961799746
382	0.03948639345
383	0.03935543672
384	0.03919747526
385	0.03903093566
386	0.03887445227
387	0.03874722456
388	0.03863491085
389	0.03853039267
390	0.03837869899
391	0.03821545958
392	0.03807562194
393	0.03792395673
394	0.03777586262
395	0.03767057578
396	0.03755664757
397	0.03746361869
398	0.0373743217
399	0.03728446203
400	0.03714000007
401	0.03703410923
402	0.03697116098
403	0.03685864949
404	0.03674394046
405	0.03661854144
406	0.03653930348
407	0.03645837486
408	0.03630924491
409	0.0361958964
410	0.03611550909
411	0.03599476726
412	0.03590267525
413	0.03581000422
414	0.03565753689
415	0.03555808973
416	0.03547291516
417	0.03536355103
418	0.03524716241
419	0.03515989098
420	0.03501023078
421	0.03494142582
422	0.03485613747
423	0.03475519358
424	0.03462986806
425	0.03449524146
426	0.03444464187
427	0.03434610778
428	0.03424792481
429	0.0341295344
430	0.03401561514
431	0.03393559189
432	0.03385107192
433	0.03377308474
434	0.03368681567
435	0.03358589689
436	0.03349315491
437	0.03334078894
438	0.03326743302
439	0.03312727965
440	0.0329720872
441	0.03289632673
442	0.03283230772
443	0.03276081468
444	0.03267829334
445	0.03256590639
446	0.03249298525
447	0.03239887448
448	0.0323217661
449	0.03224935507
450	0.03214994224
451	0.03210147195
452	0.03198182964
453	0.03185937032
454	0.03173264835
455	0.03161925206
456	0.03148713038
457	0.03139106043
458	0.0313583517
459	0.03128997557
460	0.03116600147
461	0.03104655367
462	0.03096835368
463	0.03087197167
464	0.03081080724
465	0.03068396485
466	0.03061325555
467	0.03055092545
468	0.03050431099
469	0.03043167006
470	0.03034041739
471	0.03024675025
472	0.03018959537
473	0.0300856068
474	0.02999056212
475	0.02987103449
476	0.0297794009
477	0.02967717902
478	0.02964071805
479	0.02955096637
480	0.02943686261
481	0.02931607002
482	0.02921582708
483	0.02913664853
484	0.02906068509
485	0.02898408972
486	0.02892467503
487	0.02882696347
488	0.02875844375
489	0.02866920938
490	0.02857726695
491	0.02850214196
492	0.02838690812
493	0.02830654106
494	0.02822103429
495	0.02814939364
496	0.02807293286
497	0.02798786344
498	0.02794916721
499	0.0278762362
500	0.02782902503
501	0.02776902043
502	0.02770274612
503	0.02762726106
504	0.02755214777
505	0.02748620517
506	0.027438574
507	0.02738443736
508	0.02731449436
509	0.02724151818
510	0.02719075061
511	0.02710504702
512	0.02704402188
513	0.02696116822
514	0.0268841299
515	0.02677902757
516	0.02671547249
517	0.02666044164
518	0.02658243294
519	0.02651382699
520	0.02644391124
521	0.02636239679
522	0.02630950027
523	0.026275508
524	0.0261932612
525	0.02613240894
526	0.02605818052
527	0.02597196627
528	0.02591302872
529	0.02583080669
530	0.0257364896
531	0.02566883396
532	0.02563672018
533	0.02556346222
534	0.02548688632
535	0.02545227842
536	0.02538465237
537	0.02533844986
538	0.02529938409
539	0.02522860526
540	0.02515975461
541	0.02508425551
542	0.02500833406
543	0.0249581321
544	0.02486770175
545	0.02476759554
546	0.02469384036
547	0.02462378869
548	0.02455980066
549	0.02450735931
550	0.02442172294
551	0.02436863059
552	0.02435490165
553	0.02430554362
554	0.02427388792
555	0.02423952242
556	0.02418901054
557	0.02413772732
558	0.02412966147
559	0.02406901365
560	0.02399290123
561	0.02390694543
562	0.02386396509
563	0.02380225053
564	0.02376459461
565	0.02370151263
566	0.02364580975
567	0.02359234787
568	0.02353141906
569	0.02349327057
570	0.02344765998
571	0.02339958424
572	0.02334607741
573	0.02330849961
574	0.02323402265
575	0.02319388904
576	0.02313605557
577	0.02309208102
578	0.02303694972
579	0.02300335453
580	0.02297754871
581	0.02294828268
582	0.02291438491
583	0.02288007826
584	0.02284940938
585	0.02275366848
586	0.02271841398
587	0.02267555942
588	0.02259682362
589	0.02257569288
590	0.02255153715
591	0.02250060872
592	0.02243949402
593	0.02241317831
594	0.02237223586
595	0.02232808789
596	0.02227758874
597	0.02223784509
598	0.02220071183
599	0.02219717892
600	0.02216252985
601	0.02211422058
602	0.02206841723
603	0.02202419917
604	0.02196494022
605	0.02189616027
606	0.02184728678
607	0.02179445366
608	0.02172521165
609	0.02164403442
610	0.02160530857
611	0.02156735678
612	0.02152053903
613	0.02148939121
614	0.02142308517
615	0.02136371975
616	0.02131077192
617	0.02125401395
618	0.02125008069
619	0.02118234451
620	0.02113601102
621	0.02108783329
622	0.02103379368
623	0.02096944928
624	0.02090669208
625	0.02088288037
626	0.02083321664
627	0.02082249432
628	0.0207891746
629	0.02076588234
630	0.0207088902
631	0.02067288208
632	0.02061935749
633	0.02057030419
634	0.02056642228
635	0.02049463422
636	0.02048773734
637	0.02048098434
638	0.02043239431
639	0.02039831155
640	0.02036241313
641	0.02034954902
642	0.02030984053
643	0.02024708979
644	0.02020883411
645	0.02014624853
646	0.02007697209
647	0.0200518467
648	0.01999316678
649	0.01992825348
650	0.01987659923
651	0.01983577824
652	0.01979567733
653	0.0197400208
654	0.01968792805
655	0.0196470288
656	0.01963425511
657	0.01957680732
658	0.01954170013
659	0.01947724575
660	0.01945454258
661	0.01940435815
662	0.01935609296
663	0.01931781104
664	0.01927878558
665	0.01927429239
666	0.01922588542
667	0.01921746043
668	0.01916565562
669	0.01911078662
670	0.01906884736
671	0.01903155928
672	0.01899799912
673	0.01895583762
674	0.01894019428
675	0.01891258182
676	0.01886902243
677	0.01882392306
678	0.01878026721
679	0.018727516
680	0.01868527608
681	0.0186587478
682	0.01863283861
683	0.01859123771
684	0.01854538978
685	0.01848870192
686	0.01844474294
687	0.01842324862
688	0.01838695993
689	0.01834358419
690	0.0182816822
691	0.01827755272
692	0.01826814061
693	0.01823287574
694	0.01819791271
695	0.01819101597
696	0.01816029278
697	0.01811186338
698	0.01806475523
699	0.01803228103
700	0.01799425406
701	0.01795134658
702	0.0179110566
703	0.01787040153
704	0.01782857119
705	0.01779027626
706	0.01777919712
707	0.01777692659
708	0.01774600287
709	0.01774167216
710	0.01773372559
711	0.01770841408
712	0.01767357675
713	0.01763432233
714	0.01759495515
715	0.01756041398
716	0.01755623166
717	0.01754695117
718	0.01752364114
719	0.01751562068
720	0.01748259307
721	0.01747246115
722	0.01743177934
723	0.01738651647
724	0.01735955258
725	0.01732127706
726	0.01731883068
727	0.01731197712
728	0.01727940266
729	0.01722977261
730	0.01719759312
731	0.01717192701
732	0.01715836532
733	0.01713467403
734	0.01710940815
735	0.01705931911
736	0.0170288551
737	0.016986556
738	0.01695736917
739	0.01695426219
740	0.01695191746
741	0.01691319218
742	0.01687617343
743	0.01683999782
744	0.01681031104
745	0.01677354627
746	0.01674900012
747	0.01674614913
748	0.01673653302
749	0.01668267958
750	0.01663734164
751	0.01660240298
752	0.01659762413
753	0.01655692402
754	0.01652613022
755	0.01648861255
756	0.01645749177
757	0.01645442949
758	0.01641513486
759	0.01638075569
760	0.01637753967
761	0.0163449496
762	0.01630397041
763	0.01627173365
764	0.01623273046
765	0.01621784847
766	0.01618315145
767	0.01614372383
768	0.01614090952
769	0.01610866549
770	0.01605926431
771	0.0160355194
772	0.01600873776
773	0.01600584052
774	0.0160003587
775	0.01596822722
776	0.01592857804
777	0.01589314269
778	0.01586886138
779	0.015862831
780	0.01582023369
781	0.01580680881
782	0.0157763452
783	0.01577009533
784	0.01573260494
785	0.01569776951
786	0.01567253321
787	0.01566607977
788	0.01566226366
789	0.01562747807
790	0.0155916472
791	0.01556541509
792	0.01552545836
793	0.01551986947
794	0.01551681557
795	0.01551350109
796	0.01546123347
797	0.01542628798
798	0.01539870228
799	0.01537665394
800	0.01533221371
801	0.01532748125
802	0.01531991415
803	0.01529425874
804	0.01525015416
805	0.01524592666
806	0.01523089817
807	0.01520538871
808	0.01519685222
809	0.01519350246
810	0.01519012127
811	0.0151499078
812	0.01513582
813	0.01511316983
814	0.01508813961
815	0.0150573979
816	0.01502839552
817	0.0150173515
818	0.01498615603
819	0.01494773177
820	0.01494159002
821	0.01491160935
822	0.01490079639
823	0.01487630015
824	0.01486436455
825	0.01486027766
826	0.01483408936
827	0.01482009302
828	0.01481606161
829	0.01478455101
830	0.01475753216
831	0.01472782724
832	0.01469741181
833	0.01469334764
834	0.01465773525
835	0.0146547928
836	0.01463722105
837	0.01460588327
838	0.01458662121
839	0.01455842478
840	0.0145234448
841	0.01450426466
842	0.0144831122
843	0.01447676514
844	0.01447373112
845	0.01445546719
846	0.014434534
847	0.01440362423
848	0.01440106776
849	0.01439689183
850	0.01437153514
851	0.01435085659
852	0.0143152999
853	0.01429564909
854	0.01428445081
855	0.01424974609
856	0.01421139313
857	0.01418391042
858	0.0141522805
859	0.01414499585
860	0.01413449971
861	0.0141215349
862	0.01411808559
863	0.01411553268
864	0.0140735244
865	0.01404260263
866	0.01401278285
867	0.01399427849
868	0.01398830803
869	0.01397937791
870	0.01397763715
871	0.01397543427
872	0.01393975879
873	0.01393452257
874	0.01393215652
875	0.01392767587
876	0.01390778644
877	0.01390375926
878	0.01390240767
879	0.01389939426
880	0.01388714719
881	0.01388215183
882	0.01385490249
883	0.0138218601
884	0.01380305012
885	0.01379633254
886	0.0137922949
887	0.01379044237
888	0.01378865308
889	0.01378462716
890	0.01373790861
891	0.0137360466
892	0.0137306683
893	0.01372794553
894	0.01370422444
895	0.01370264475
896	0.01368994935
897	0.01365294376
898	0.01363141964
899	0.01360262498
900	0.01357361687
901	0.01357077827
902	0.0135648218
903	0.01356127402
904	0.01353205379
905	0.01350884986
906	0.01348291179
907	0.0134646477
908	0.01344101554
909	0.01340776774
910	0.01340313895
911	0.01339377544
912	0.01339219707
913	0.01336069542
914	0.01333724944
915	0.01331001858
916	0.01329389991
917	0.01329162081
918	0.0132876306
919	0.01328172623
920	0.013275853
921	0.01325392048
922	0.01325110972
923	0.01324883434
924	0.0132453361
925	0.01324403377
926	0.01324180988
927	0.01324011003
928	0.01323821175
929	0.01323662997
930	0.01321809394
931	0.01318191039
932	0.01317922366
933	0.01316935762
934	0.01314111997
935	0.01310172627
936	0.01309139607
937	0.0130893981
938	0.01306948722
939	0.01306747644
940	0.0130601858
941	0.0130587577
942	0.01304281856
943	0.0130267666
944	0.01302530693
945	0.01299943658
946	0.0129603922
947	0.01292781281
948	0.01291202648
949	0.01290842978
950	0.01289847054
951	0.01289725519
952	0.01289305551
953	0.0128644919
954	0.01283118811
955	0.01282913819
956	0.01282534782
957	0.01279960892
958	0.01277419194
959	0.01277227125
960	0.01277104546
961	0.01273991876
962	0.01273650121
963	0.01273512893
964	0.01270486385
965	0.01267139911
966	0.01266957032
967	0.01264983817
968	0.01262480293
969	0.01261195805
970	0.01261064214
971	0.01260161087
972	0.01258191589
973	0.01257593462
974	0.01257493274
975	0.01257311411
976	0.01257062681
977	0.01253815716
978	0.01252308548
979	0.01249348304
980	0.01246112324
981	0.01244198292
982	0.01243946564
983	0.01243651026
984	0.01243448864
985	0.01240990681
986	0.01240124051
987	0.01239594659
988	0.01238560323
989	0.01235440948
990	0.01232650352
991	0.01232061281
992	0.01230608739
993	0.01230313648
994	0.01230206388
995	0.01226495908
996	0.01224402169
997	0.01221810924
998	0.0122167741
999	0.01221501762
